"V1" "V2"
3.4668065410191 6.34618459284606
7.94688558968367 -4.69768154031134
4.95969121523474 5.10761506175192
4.17900772808999 2.60684927084061
-1.58667008164056 6.7056217013856
-1.8564257600654 7.37120814480259
4.65159776749281 6.42202111995596
-0.901155611423855 6.18548562059455
8.70071449191027 -6.59892732442626
-2.51538101864584 10.0161438134981
7.25518868180654 -4.99436497814011
-2.35900872166735 6.49165400373594
5.26062109547721 2.13686126614787
-3.12302784588085 5.43355637661789
4.85576386570716 2.1088388149199
5.70925936814038 8.04594437379762
-0.713786312614133 7.34732589939753
4.71741910048034 7.00212584759115
5.13467595758814 2.30409111804103
7.1215756734358 -6.29287900387394
5.07344283741061 7.99181837097495
-0.809633690024185 5.92561239200371
-2.23557541488957 8.97728884149081
7.98068098263104 -3.58190893222869
-1.21957999403238 9.26775006899958
5.67437689845574 6.52016349429061
-2.50684319384475 9.20131931642793
7.47856684406195 -5.74536812581109
4.77317123062335 2.69830310306695
4.44166621736263 3.55935217600302
5.22041722876063 7.18451334555125
-0.942235112498845 10.1263306242471
-3.28578354673794 9.00317815964844
5.33500019369887 6.76004305116082
5.32209740485635 3.71747838514275
7.84194947835831 -6.18208966407292
4.4814375953395 6.76270051265894
5.55437786620735 6.44268625714689
4.89446253405551 7.19744115492683
5.1055704290319 4.36356211610641
7.42489429864648 -6.24049997318132
5.9173441058621 2.82402398157111
-1.25156210669715 9.62397472410311
4.71405821091492 7.40365955903413
4.87180729851004 3.85774862585062
4.4654378653433 3.04887482410115
4.9289346434575 6.49361208614292
7.83219412318242 -6.40910500658677
-2.80180585019989 9.55326091653283
-2.88326266320828 8.10287031405301
4.09547143915741 7.03090601408878
-0.798230308482555 6.6379831225935
-2.768992909129 7.34244418992578
4.72332714558836 2.37436182289334
-1.75267190798505 9.12615792173573
8.31763430224195 -5.35349143990529
-2.8916820931009 8.45748520051735
4.73449718823049 6.97633834502053
4.3991500650417 6.6179017708956
5.6858754134792 6.71280582318834
8.63354642468504 -4.73525240308275
7.90151962814586 -5.34406813991521
2.92096918284346 2.950806321731
-1.87135508965879 9.04273870952305
-1.05350067694586 5.7015019167159
-0.787795301506497 5.48838140074583
-1.3486587612136 5.99931663836146
-1.33980047266277 6.51488708546219
4.60823720197193 3.7016821693892
5.42260809869751 7.58597275363576
4.17238564317 7.67477018699806
7.63545686795574 -5.5163671848114
5.30473998258779 6.85794826430908
-1.65174800555548 5.93443186207291
-2.05871148333254 9.23635086217685
-2.79706501927706 5.50146345322033
5.30534053074799 7.59632308954001
-0.687672289329877 6.84235970555063
6.32913612155863 4.00545129403712
-2.21532213083705 8.85186769541501
-1.20845747156812 4.4969338846232
5.20637863540473 7.43658614249081
